4130 189;
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196539
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;197831
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001110011111111111111111000001100000000011000011111111;198460
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197445
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197710
110011111111111000111111111110000011111111111101100000000000000000000000000000000000000000000000011111100111100000000000000000000000000000000011111011111111111000000000000000000000011111111;194337
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;197862
110011111111111000111111111111101111111111111101110111111111111111000001111001100000000000000000011111100111111101100100000000000000000001101011111111111111111001001100000000000110011111111;198597
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196006
110011111111111000111111111111101111111111111101110111111111111111001110000001100000000000000000011111100111111101110000001100000100000000000011111111111111111100001100000001000000011111111;198512
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000001000000000011111111111111111000001100000000000001011111111;197373
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;198021
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001100000001000000000011111111111111111000000000000000000001011111111;196650
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196188
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;198732
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001100000001000000000011111111111111111000000000000000000001011111111;196206
110011111111111000111111111110000011111111111101100000000000000000000000000000000000000000000000011111100111100000000000000000000000000000000011111011111111111000000000000000000000011111111;194337
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196861
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;194574
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001100100000000000000011111111111111111000000000001000000000011111111;195253
110011111111111000111111111111101111111111111101111100000011000000001110000001101111111111100000011111100111111110000000001101000000000000000011111111111111111000000000010000000000011111111;197217
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196948
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000010000000000011111111111111111000001100000000100000011111111;196673
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001110000000000000000011111111111111111000001100100000000000011111111;196679
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100010000000000000011111111111111111000001100000100000000011111111;196970
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;195843
110011111111111000111111111111101111111111111101111100000011000000000000000001101100000000011111111111100111111100000000000000000000000000000011111111111111111000000011000000000000011111111;195887
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;199650
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;194574
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000100000000000011111111111111111000001100000001000000011111111;197147
110011111111111000111111111111101111111111111101110111111111110000110000000001100000000000000000011111100111111010000000000000000000000000000011111111111111111000001100000000000000011111111;197119
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001101000000000000000011111111111111111000000000010000000000011111111;195247
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001110000000000000000011111111111111111000000000100000000000011111111;195247
110011111111111000111111111111101111111111111101111111111111000000000000000001101100000000011111111111100111111100000000000000000000000000000011111111111111111000001111000000000000011111111;198649
110011111111111000111111111110000011111111111101110100000011000000000001111001100000000000000000011111100111100000000000000000000000000001110011111111111111111000000000000000011000011111111;197510
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;197885
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196006
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196896
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197126
110011111111111000111111111110000011111111111101110100000011000000000001111001100000000000000000011111100111100000000000000000000000000001110011111111111111111000000000000000011000011111111;196069
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196291
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100100000000000000011111111111111111000001100001000000000011111111;196770
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;197767
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;194487
110011111111111000111111111111101111111111111101111100000011000000001110000001101100000000011111111111100111111100000000001100000010000000000011111111111111111000000011000000100000011111111;196641
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000010000000000011111111111111111000001100000000100000011111111;197051
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;198187
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196958
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197917
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197476
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100100000000000000011111111111111111000001100001000000000011111111;196770
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001111011111111111111111000001100000000011110011111111;201917
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001100000010000000000011111111111111111000000000000000100000011111111;195241
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;198375
110011111111111000111111111110000011111111111101110100000011000000001111111001100000000000000000011111100111100000000000001100001000000001110011111111111111111000000000000010011000011111111;196824
110011111111111000111111111111101111111111111101110100000011111111001110000001100000000000000000011111100111111101100100001100100000000000000011111111111111111001000000001000000000011111111;196147
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100001000000000000011111111111111111000001100000010000000011111111;197110
110011111111111000111111111111101111111111111101110111111111110000110000000001100000000000000000011111100111111010000000000000000000000000000011111111111111111000001100000000000000011111111;196997
110011111111111000111111111111101111111111111101110111111111111111000000000001100000000000000000011111100111111101100001000000000000000000000011111111111111111000011100000000000000011111111;197858
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;200581
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;198156
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197261
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197077
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111110000011111111111101110100000010000000001110000000000000000000000000011111100111100000000000001100000100000000000011111111111111111000000000000001000000011111111;195160
110011111111111000111111111111101111111111111101110111111111111111000000000001100000000000000000011111100111111101101000000000000000000000000011111111111111111010001100000000000000011111111;197880
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;197979
110011111111111000111111111111101111111111111101110100000011111111000000000001100000000000000000011111100111111101100001000000000000000000000011111111111111111000010000000000000000011111111;195457
110011111111111000111111111111101111111111111101110111111111110000110000000001100000000000000000011111100111111010000000000000000000000000000011111111111111111000001100000000000000011111111;196445
110011111111111000111111111111101111111111111101111111111111000000000000000001101111111111100000011111100111111010000000000000000000000000000011111111111111111000001100000000000000011111111;198681
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;197501
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196951
110011111111111000111111111111101111111111111101110100000011111111000000000001100000000000000000011111100111111101100010000000000000000000000011111111111111111000100000000000000000011111111;195383
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001110000000000000000011111111111111111000001100100000000000011111111;197231
110011111111111000111111111111101111111111111101110111111111110000110000000001100000000000000000011111100111111010000000000000000000000000000011111111111111111000001100000000000000011111111;196871
110011111111111000111111111111101111111111111101110100000011111111000001111001100000000000000000011111100111111101110000000000000000000001110011111111111111111100000000000000011000011111111;197439
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001100010000000000000011111111111111111000000000000100000000011111111;195253
110011111111111000111111111111101111111111111101110100000011111111001110000001100000000000000000011111100111111101110000001100000010000000000011111111111111111100000000000000100000011111111;196541
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;200732
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001100100000000000000011111111111111111000000000001000000000011111111;195253
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196006
110011111111111000111111111110000011111111111101110100000011000000001111111001100000000000000000011111100111100000000000001101000000000001101011111111111111111000000000010000000110011111111;196605
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;198619
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;194487
110011111111111000111111111111101111111111111101110111111111000000001111111001100000000000000000011111100111100000000000001100010000000001101011111111111111111000001100000100000110011111111;200233
110011111111111000111111111111101111111111111101110111111111111111000001111001100000000000000000011111100111111101100100000000000000000001111011111111111111111001001100000000011110011111111;200367
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196386
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196674
110011111111111000111111111110000011111111111101110100000010000000001110000000000000000000000000011111100111100000000000001101000000000000000011111111111111111000000000010000000000011111111;195160
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001100000010000000000011111111111111111000000000000000100000011111111;195241
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196781
110011111111111000111111111110000011111111111101110100000010000000001110000000000000000000000000011111100111100000000000001100100000000000000011111111111111111000000000001000000000011111111;195166
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000100000000000011111111111111111000001100000001000000011111111;197200
110011111111111000111111111110000011111111111101110100000011000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000000000000000000110011111111;195847
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;200061
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;200691
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;194487
110011111111111000111111111111101111111111111101111111111111000000000001111001101100000000011111111111100111111100000000000000000000000001101011111111111111111000001111000000000110011111111;201033
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197075
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196480
110011111111111000111111111111101111111111111101111111111111000000000001111001101100000000011111111111100111111100000000000000000000000001101011111111111111111000001111000000000110011111111;199135
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101111111111111000000000001111001101100000000011111111111100111111100000000000000000000000001101011111111111111111000001111000000000110011111111;199527
110011111111111000111111111110000011111111111101100000000000000000000000000000000000000000000000011111100111100000000000000000000000000000000011111011111111111000000000000000000000011111111;194337
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;200240
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001100010000000000000011111111111111111000000000000100000000011111111;195253
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;195843
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196386
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197008
110011111111111000111111111110000011111111111101110100000010000000001110000000000000000000000000011111100111100000000000001100001100000000000011111111111111111000000000000011000000011111111;195914
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196417
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000001000000000011111111111111111000001100000000000001011111111;197761
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001110011111111111111111000001100000000011000011111111;198816
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;198343
110011111111111000111111111111101111111111111101111100000011000000001110000001101111111111111111111111100111111110000000001101000000000000000011111111111111111000000011010000000000011111111;198394
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;194487
110011111111111000111111111111101111111111111101111100000011000000000000000001101100000000011111111111100111111100000000000000000000000000000011111111111111111000000011000000000000011111111;195887
110011111111111000111111111110000011111111111101110100000010000000001110000000000000000000000000011111100111100000000000001100001000000000000011111111111111111000000000000010000000011111111;195154
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;200622
110011111111111000111111111110000011111111111101100000000000000000000000000000000000000000000000011111100111100000000000000000000000000000000011111011111111111000000000000000000000011111111;194337
110011111111111000111111111111101111111111111101110111111111111111000001111001100000000000000000011111100111111101110000000000000000000001110011111111111111111100001100000000011000011111111;199074
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;202921
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197919
110011111111111000111111111111101111111111111101110111111111110000110000000001100000000000000000011111100111111010000000000000000000000000000011111111111111111000001100000000000000011111111;196840
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000001000000000011111111111111111000001100000000000001011111111;196916
110011111111111000111111111111101111111111111101111100000011000000000000000001101111111111100000011111100111111110000000000000000000000000000011111111111111111000000000000000000000011111111;196251
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197106
110011111111111000111111111111101111111111111101110100000011111111000000000001100000000000000000011111100111111101100001000000000000000000000011111111111111111000010000000000000000011111111;195457
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;199465
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196455
110011111111111000111111111111101111111111111101110100000011111111001110000001100000000000000000011111100111111101100010001100010000000000000011111111111111111000100000000100000000011111111;196147
110011111111111000111111111111101111111111111101110100000011111111000000000001100000000000000000011111100111111101101000000000000000000000000011111111111111111010000000000000000000011111111;195607
110011111111111000111111111111101111111111111101111100000011000000001111111001101111111111100000011111100111111110000000001100001000000001110011111111111111111000000000000010011000011111111;198670
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000010000000000011111111111111111000001100000000100000011111111;197445
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;199976
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196324
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110100000011111111000000000001100000000000000000011111100111111101100100000000000000000000000011111111111111111001000000000000000000011111111;195468
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196570
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101111111111111000000001110000001101111111111100000011111100111111110000000001100100000000000000011111111111111111000001100001000000000011111111;198636
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001110011111111111111111000001100000000011000011111111;198840
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196964
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196291
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101111100000011000000000000000001101111111111100000011111100111111110000000000000000000000000000011111111111111111000000000000000000000011111111;196028
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101111111111111000000000001111001101100000000011111111111100111111100000000000000000000000001101011111111111111111000001111000000000110011111111;200344
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001111011111111111111111000001100000000011110011111111;200802
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;198946
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;199568
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196570
110011111111111000111111111111101111111111111101110111111111000000001111111001100000000000000000011111100111100000000000001100010000000001101011111111111111111000001100000100000110011111111;198268
110011111111111000111111111110000011111111111101110100000010000000001110000000000000000000000000011111100111100000000000001100000100000000000011111111111111111000000000000001000000011111111;195160
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197956
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111110000011111111111101110100000011000000001110000001100000000000000000011111100111100000000000001101000000000000000011111111111111111000000000010000000000011111111;195247
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196037
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197498
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196040
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001110000000000000000011111111111111111000001100100000000000011111111;196679
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;200661
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;195919
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000011000000000011111111111111111000001100000000100001011111111;197583
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;194487
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001110011111111111111111000001100000000011000011111111;199714
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196834
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;198136
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100000010000000000011111111111111111000001100000000100000011111111;196854
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197638
110011111111111000111111111110000011111111111101110100000010000000001110000000000000000000000000011111100111100000000000001110000000000000000011111111111111111000000000100000000000011111111;195160
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197352
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100001000000000000011111111111111111000001100000010000000011111111;197141
110011111111111000111111111110000011111111111101100000000000000000000000000000000000000000000000011111100111100000000000000000000000000000000011111011111111111000000000000000000000011111111;194337
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196250
110011111111111000111111111110000011111111111101110100000011000000000001111001100000000000000000011111100111100000000000000000000000000001110011111111111111111000000000000000011000011111111;196069
